Evaluated At UTC,Evaluated At EPT,Forecast Hour Beginning UTC,Forecast Hour Beginning EPT,Forecast Area,Forecast Load MW
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DAY,2385
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DAY,2385
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DUQ,1799
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DUQ,1804
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DUQ,1804
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DUQ,1804
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DUQ,1804
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,EKPC,1814
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,EKPC,1852
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,EKPC,1852
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,EKPC,1852
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,EKPC,1852
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,ATSI,9003
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,ATSI,9073
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,ATSI,9073
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,ATSI,9073
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,ATSI,9073
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,MIDATL,36169
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,MIDATL,36258
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,MIDATL,36258
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,MIDATL,36149
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,MIDATL,36149
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,RTO,107490
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,RTO,107742
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,RTO,107742
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,RTO,107633
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,RTO,107633
2024-07-02T15:45:00,2024-07-02T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,AEP,16750
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,AEP,17299
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,AEP,17299
2024-07-02T15:45:00,2024-07-02T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,APS,6240
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,APS,6383
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,APS,6383
2024-07-02T15:45:00,2024-07-02T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,COMED,12591
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,COMED,12591
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,COMED,12591
2024-07-02T15:45:00,2024-07-02T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DEOK,3540
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DEOK,3616
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DEOK,3616
2024-07-02T15:45:00,2024-07-02T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DOM,16196
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DOM,16425
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DOM,16481
2024-07-02T15:45:00,2024-07-02T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DAY,2302
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DAY,2385
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DAY,2385
2024-07-02T15:45:00,2024-07-02T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DUQ,1825
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DUQ,1804
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,DUQ,1804
2024-07-02T15:45:00,2024-07-02T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,EKPC,1852
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,EKPC,1852
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,EKPC,1852
2024-07-02T15:45:00,2024-07-02T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,ATSI,8905
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,ATSI,9073
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,ATSI,9073
2024-07-02T15:45:00,2024-07-02T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,MIDATL,36149
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,MIDATL,36149
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,MIDATL,36149
2024-07-02T15:45:00,2024-07-02T11:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,RTO,106350
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,RTO,107577
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T17:00:00,2024-07-02T13:00:00,RTO,107633
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T18:00:00,2024-07-02T14:00:00,AEP,17864
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T18:00:00,2024-07-02T14:00:00,AEP,17852
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T18:00:00,2024-07-02T14:00:00,AEP,17852
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T18:00:00,2024-07-02T14:00:00,AEP,17852
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T18:00:00,2024-07-02T14:00:00,AEP,17852
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T18:00:00,2024-07-02T14:00:00,APS,6528
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T18:00:00,2024-07-02T14:00:00,APS,6595
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T18:00:00,2024-07-02T14:00:00,APS,6595
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T18:00:00,2024-07-02T14:00:00,APS,6595
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T18:00:00,2024-07-02T14:00:00,APS,6595
